bank_tier,current_version,target_version,version_jump_size,system_age_months,last_upgrade_months_ago,code_customization_percent,third_party_integrations,avg_transaction_volume,peak_transaction_volume,system_uptime_percent,avg_response_time_ms,incident_count_last_6months,unplanned_downtime_hours_last_year,infrastructure_model,server_count,database_size_gb,concurrent_users,network_bandwidth_mbps,power_stability_score,deployment_strategy,deployment_automation_level,pm_methodology,critical_incidents_last_year,test_environment_available,backup_verified,rollback_plan_exists,staff_training_completed,early_stage_testing_completed,cbn_compliance_verified,data_localization_compliant,cyber_security_framework_updated,bcp_dr_plan_tested,customer_satisfaction_score,customer_complaints_last_quarter,digital_banking_adoption_percent,service_disruption_tolerance_hours,upgrade_window_hours,business_critical_period,regulatory_compliance_required,dedicated_team_size,vendor_support_available,budget_allocated_usd,external_consultant_engaged,upgrade_success,upgrade_risk_score,system_health_score
tier3,v8.2,v10.1,minor,50,36,57.183626194105926,20,171440,354203,95.52750766445527,414,9,35,on_premise,13,10172,1580,3952,73.05905225209428,big_bang,45.46269407891768,waterfall,3,0,1,1,1,0,0,1,0,1,82.60562247570509,10,68.32820428193097,6,20,0,0,5,1,1021188,0,1,100.0,44.983753832227634
tier2,v10.1,v11.0,major_1x,68,26,45.33554302386981,30,145525,661321,97.25662951931568,1659,12,5,hybrid_cloud,35,12935,6129,2733,84.98024766562543,big_bang,24.5496647522305,kanban,2,0,1,1,0,1,1,1,0,0,88.02265448756306,5,56.85531137843717,5,44,0,0,7,1,1538302,0,1,100.0,26.948314759657848
tier3,v8.2,v9.0,major_1x,89,14,62.46892747626628,34,206008,326924,96.65115548286444,1288,9,24,on_premise,27,14541,3900,3182,77.8024159657285,big_bang,59.22760145491266,waterfall,4,1,1,1,1,1,1,1,0,1,84.68868605515883,15,49.82524301876214,5,57,0,0,7,0,1969057,0,1,100.0,33.56557774143222
tier2,v8.5,v11.0,major_1x,26,30,42.45935414845656,29,207758,232286,98.40616881858746,1213,10,34,private_cloud,9,10604,5863,1946,88.75843952660648,blue_green,56.895804005162866,kanban,6,1,1,1,1,0,0,0,1,0,75.10434776097125,14,57.367174110473094,8,19,1,1,12,1,2691242,0,1,100.0,27.943084409293718
tier2,v10.1,v10.1,major_2x,66,28,24.968758551402612,14,76483,278253,97.41064528691344,1383,4,31,private_cloud,30,31821,6676,2532,83.4578094911314,rolling,44.18359740854514,agile,3,1,1,1,1,1,1,1,1,0,78.86502731726854,12,74.86634582879024,6,7,0,0,13,1,2780952,1,1,64.41394875260576,43.54532264345673
tier1,v8.2,v9.0,minor,78,42,39.32109392261506,18,480482,650647,97.13440750795003,1223,11,39,hybrid_cloud,19,34719,5889,2508,80.46865203368664,big_bang,27.747713504076046,scrum,7,1,1,1,1,1,1,1,1,0,76.77056588814936,14,88.18847689129673,12,47,0,1,6,1,3709456,1,1,100.0,21.607203753975
tier2,v9.0,v9.0,major_1x,77,18,68.11888442665409,12,121352,412554,98.22480950306662,931,4,20,hybrid_cloud,13,26061,5326,2669,90.04923338797111,blue_green,28.364293468507277,agile,5,1,1,1,0,1,1,1,1,1,64.4185611104223,11,54.16170928482368,11,7,1,0,4,1,3687470,0,1,50.981900196135996,58.492404751533314
tier1,v8.5,v10.1,major_1x,73,39,79.60112896626346,42,435040,869802,97.67837799849899,1815,4,16,private_cloud,35,44270,7019,9582,94.16298817955685,canary,64.18673754619593,scrum,2,1,1,1,0,1,1,1,1,1,92.4394074466978,12,86.4529347661111,12,27,0,0,17,1,3669494,1,1,48.62096001675583,42.539188999249504
tier2,v9.0,v9.2,major_2x,108,39,39.421721702806465,39,365952,495026,96.43848090319592,1390,11,31,private_cloud,36,17892,5689,6990,77.03610011473934,rolling,29.918813014595976,kanban,0,0,1,1,1,1,1,1,1,1,83.72789246402823,11,46.834686814447196,1,7,0,0,14,1,3150868,0,1,100.0,21.919240451597958
microfinance,v9.0,v9.0,major_1x,28,29,19.92600957813459,16,172233,369022,98.03448637114921,677,1,5,on_premise,4,15200,1716,487,69.17228157456526,big_bang,30.23907144704885,waterfall,0,1,1,1,1,1,0,1,1,0,81.59999942141623,16,65.74578946822075,7,19,1,1,4,1,1603890,1,1,76.01423761391227,79.97724318557462
tier2,v10.1,v10.1,major_1x,16,35,31.38646302508203,13,210104,334600,95.86819057477786,733,8,6,on_premise,20,32965,2506,2739,78.03184221693516,canary,63.8108399984917,waterfall,5,1,1,1,1,1,1,1,1,1,69.08188475528861,11,76.23876284232877,3,41,1,0,15,1,3591342,1,1,73.43481690821427,56.27409528738893
tier3,v9.2,v10.5,minor,82,31,42.884903277166345,14,315053,574968,95.30378345203931,1048,3,32,hybrid_cloud,9,6379,2231,2189,73.1178150486928,big_bang,69.19118735949999,waterfall,0,1,1,1,0,1,1,1,1,1,77.19184658848121,9,76.94254058264137,4,33,1,0,8,0,944297,1,1,54.60743926433183,51.69189172601966
microfinance,v10.1,v11.0,major_1x,53,31,40.974661995314996,21,159001,275439,95.5908441307114,576,8,14,on_premise,18,4185,1310,2814,73.49045021902933,rolling,5.502969917460658,waterfall,2,1,1,1,1,1,0,1,1,1,64.46058036376981,15,49.804551068239796,9,49,0,1,2,0,1758779,0,1,100.0,55.2754220653557
microfinance,v8.5,v9.0,minor,19,22,43.98528558366455,9,121037,270017,95.65543637172834,473,1,11,hybrid_cloud,12,14255,3728,5000,77.42632484755332,canary,48.41591323306268,waterfall,2,1,1,1,0,1,1,1,1,1,80.48473873268311,17,54.10463000651182,7,8,0,1,4,1,626259,0,1,33.274724519012906,79.86771818586416
tier3,v8.5,v10.5,major_1x,39,26,58.364193086781384,17,61071,189060,97.151119371705,924,6,21,hybrid_cloud,15,9733,1560,4746,88.1270379112366,canary,14.183405834554009,waterfall,4,1,1,1,1,1,1,1,1,1,67.118881141719,9,73.48279314363712,6,7,0,1,7,1,1571464,1,1,61.268894914631616,51.59555968585249
tier3,v10.1,v9.0,minor,69,5,51.551432644638965,9,218432,332954,97.45959213990332,945,4,21,on_premise,26,8628,1047,5266,65.18830010046548,big_bang,66.38613683282546,kanban,5,1,1,1,1,1,0,1,1,1,76.1405672271449,6,47.27018172865285,9,42,0,0,4,1,1106043,0,1,86.05075611565928,57.32979606995167
tier2,v9.2,v9.2,minor,83,36,29.875217029333633,27,136147,320351,97.20106136892691,1179,5,39,private_cloud,21,20744,6570,4263,93.9866311893159,big_bang,67.86206365734157,scrum,5,1,1,1,1,1,1,1,1,1,73.70297659010237,8,72.21876329514333,8,12,0,1,8,0,3468695,1,1,62.06339378131555,40.52053068446345
tier2,v10.1,v10.1,major_2x,93,42,37.83216235866586,32,235058,280694,96.2301363530979,592,7,15,hybrid_cloud,18,17122,5725,3586,86.21152040427303,blue_green,40.140064271064354,scrum,0,1,1,1,1,1,1,1,1,0,88.97682498683125,16,69.05560780530814,9,58,0,1,12,1,2758920,1,1,84.13154073053929,57.775068176548956
tier2,v8.5,v9.0,minor,77,45,64.20272525373996,21,97048,268814,95.94422753764543,1453,4,36,hybrid_cloud,36,15433,7489,1822,79.96932201887051,blue_green,48.687730748538755,waterfall,3,1,1,0,1,1,1,1,1,1,75.802545148594,10,65.81975571801195,11,8,1,1,7,1,3630991,0,1,49.597126017027215,38.91211376882271
tier3,v9.2,v10.1,minor,23,10,47.28004096284143,16,196312,127650,96.9880768880603,260,2,18,on_premise,15,14293,3556,5045,74.9521232459229,big_bang,49.30898020296978,waterfall,5,1,1,1,1,1,0,1,1,1,69.65190308845419,10,48.58772993135887,3,6,0,0,10,1,2578473,0,1,80.07630080911174,78.29403844403015
tier3,v8.5,v9.0,minor,53,27,21.653022487670427,26,126266,340844,97.24861355234268,521,8,19,public_cloud,19,25578,1743,3370,78.00733624872716,canary,41.905423673007185,agile,2,0,1,1,0,0,0,1,1,0,61.77449160330663,11,76.28948609650699,8,57,0,0,3,1,1750244,1,1,100.0,54.704306776171336
tier2,v9.2,v9.2,minor,38,28,33.711195693922086,36,176892,330935,96.62650672686107,1345,12,33,private_cloud,27,17771,1923,4363,79.00902345339722,rolling,83.51344217071336,waterfall,5,1,1,1,1,1,0,1,1,0,80.79831700688081,13,72.87044426223535,11,41,1,0,12,1,879271,1,1,100.0,18.913253363430528
tier1,v9.2,v9.2,major_1x,106,29,66.69249112184842,20,298590,903482,96.56679589676368,490,3,26,on_premise,12,44939,3988,2355,100.0,canary,99.8831851219124,waterfall,0,1,1,1,1,1,1,0,1,0,79.2266846714013,8,57.30798749144196,2,63,0,0,20,1,2017228,0,1,53.83559366571334,66.48339794838184
tier3,v10.1,v10.5,minor,25,19,21.964525487987128,12,221983,319420,95.52585628736169,171,4,26,private_cloud,27,21168,3399,1308,83.42206303172824,rolling,9.650979960459885,waterfall,6,1,1,0,1,1,1,1,1,0,79.71965359941282,13,71.78383894106246,6,48,0,0,6,0,1818312,1,1,47.50301122652451,69.34292814368085
tier1,v10.1,v9.2,minor,22,32,60.319926578313655,14,103137,880758,95.71404479128029,587,2,49,on_premise,33,35607,9970,1991,94.87380032449738,blue_green,76.8703900881233,kanban,8,1,1,1,1,1,1,1,1,1,81.63364761850207,12,80.87649995465623,9,23,0,0,14,1,3605742,0,1,39.843464060419144,55.61702239564015
tier3,v10.1,v10.1,minor,41,32,43.446885108388734,12,272322,369591,95.61518885038925,928,6,6,on_premise,29,15975,1455,3934,70.29374155707292,big_bang,53.79405735597092,scrum,5,1,1,1,1,1,1,1,1,1,82.08928029688815,12,75.78492317687471,10,57,0,0,10,1,1037633,0,1,79.88867840444958,58.24759442519462
tier3,v9.2,v9.2,minor,98,4,20.613422863294847,9,186582,173888,97.87603910231536,1153,11,7,public_cloud,13,18724,3993,1613,72.6359035545372,blue_green,56.56849969804237,waterfall,3,1,1,0,1,1,1,1,1,0,64.35617075313374,9,71.92787072981078,6,52,0,0,5,1,1302609,1,1,80.30607745499105,39.37801955115768
tier3,v9.2,v9.0,minor,25,30,50.3256753508178,14,141702,575327,96.46177698175875,813,10,21,private_cloud,22,20253,4060,5817,88.06916327397562,blue_green,64.69310634132064,waterfall,2,1,1,1,1,1,1,1,0,1,62.11449444829658,10,67.77221037702328,9,46,0,1,4,1,1158577,1,1,86.32652535649528,41.470888490879375
tier3,v8.5,v9.2,major_1x,87,8,20.332111509555716,19,77274,565878,95.33693611615311,1059,6,26,hybrid_cloud,28,25420,4704,2309,86.03147660773821,canary,43.97552891889687,waterfall,5,0,1,1,1,1,1,0,0,1,69.65340728035939,14,72.50980486228549,5,10,1,0,7,1,2557671,1,1,94.29868148144637,45.48846805807656
microfinance,v9.0,v10.1,minor,69,18,31.95474397895684,9,170422,260672,96.78320852749889,551,4,28,on_premise,13,9956,4088,1836,70.85694085184734,blue_green,17.508964231865477,agile,1,0,0,1,0,1,0,1,1,0,82.82740447296867,13,67.10452753976698,5,16,0,0,4,1,1737216,1,1,100.0,61.37160426374945
tier2,v10.1,v9.0,minor,42,17,32.70451792505881,9,314613,318264,97.54844062677229,1461,8,5,on_premise,9,13141,2505,2849,98.60841461884027,big_bang,60.53931366113042,kanban,7,1,1,1,0,1,1,1,0,0,90.49262652057536,11,64.9021499170798,6,43,0,0,8,1,3365520,1,1,89.6963121985097,43.05422031338614
tier3,v8.5,v10.5,major_2x,80,33,50.38774620346024,13,303087,152154,96.76259979130928,453,8,4,on_premise,13,22857,4995,2129,71.70520635755965,blue_green,26.66905714680012,agile,0,0,1,1,0,1,1,1,1,1,67.76194602434546,12,72.1446264518097,3,40,0,1,11,1,1867603,0,1,100.0,63.32129989565465
tier3,v8.5,v10.5,major_2x,21,39,55.456046130573085,14,89757,599562,95.63276274922464,378,3,12,on_premise,10,17310,2052,839,83.73787317048189,blue_green,27.92177651172461,waterfall,4,1,1,1,1,0,1,0,0,0,70.8440497184384,13,71.35739591876602,1,4,0,1,5,0,2209653,1,1,100.0,75.25638137461232
tier2,v8.2,v10.5,minor,79,26,24.38949014416611,13,365765,289124,98.41792070198679,1273,11,10,on_premise,10,25708,2334,5818,87.93012261182052,canary,56.16540338098146,waterfall,5,1,1,1,1,1,0,1,0,1,90.88293230411605,8,51.76895454519628,5,46,0,1,10,1,1016658,1,1,100.0,35.7489603509934
tier1,v10.1,v9.0,minor,106,46,68.02419250355258,33,346837,557082,98.62469507026464,1037,12,46,private_cloud,38,36208,6484,6914,96.29088344212863,blue_green,39.56974937935995,waterfall,4,1,1,0,1,1,1,1,0,1,73.1058529713165,5,83.96516451344237,9,35,0,0,12,1,1401092,0,1,98.06609702973023,19.572347535132323
tier2,v8.5,v10.5,major_1x,58,33,14.837721379917333,32,194562,551491,96.98703992638028,470,2,42,hybrid_cloud,38,34420,1899,2606,88.15263198752338,blue_green,62.240724663856454,scrum,6,1,1,1,1,1,1,1,1,0,80.69742013732699,8,77.06850477589204,8,11,0,0,13,0,2262241,0,1,31.889689246636017,62.09351996319013
tier2,v8.2,v9.2,major_1x,95,20,45.83717127193878,40,261223,268779,96.9317738296176,1102,2,24,hybrid_cloud,39,30009,4310,5930,87.65515596427343,canary,74.05716147205821,agile,3,1,1,1,0,1,1,1,1,1,69.24103972024407,14,79.948002973409,2,11,0,1,12,1,2369484,1,1,40.798761843084556,58.425886914808814
tier3,v10.1,v9.0,major_2x,52,4,40.881374276322106,30,49717,127506,95.79353875118915,501,10,21,on_premise,7,9471,4251,3811,80.40366463665825,big_bang,69.07069012143711,kanban,4,1,1,0,1,1,0,0,1,1,84.87317688551352,7,52.964971210879234,8,59,0,1,5,1,1015937,0,1,100.0,47.37676937559458
tier3,v9.2,v9.0,minor,64,36,46.75532011965987,32,114736,207759,97.91679040428113,1053,3,31,on_premise,25,8653,931,6309,74.1769860335549,canary,16.77747983801831,waterfall,5,1,0,1,0,1,1,0,1,0,81.00299743914377,14,68.23609355473084,2,27,1,1,11,1,1145711,1,1,95.36178733362442,53.39839520214056
tier2,v8.2,v9.0,major_1x,57,30,28.621844443542876,14,217525,334045,97.80069153099373,425,6,28,on_premise,31,33145,6551,8078,74.70746637855902,canary,44.423458741426714,scrum,6,1,0,1,1,1,1,1,1,0,67.17751741902211,11,72.60057831781951,10,39,1,0,11,1,3423388,1,1,91.34284181069539,58.400345765496866
tier1,v9.2,v11.0,major_2x,75,13,16.927880066553833,48,427007,977962,95.97553617793645,1216,6,15,private_cloud,14,34404,2742,3892,88.54807703145414,blue_green,77.95674154292902,scrum,2,1,1,1,1,1,1,0,1,1,80.66732310819035,12,72.46479016617374,5,41,0,0,11,1,1780326,1,1,87.6540338244336,48.16776808896822
microfinance,v9.0,v10.1,major_1x,78,6,34.88038586438429,31,83393,241705,96.35732804738572,626,1,8,on_premise,12,7263,4227,3848,76.60364882766248,big_bang,35.91117286001425,scrum,0,1,1,1,1,1,0,0,1,0,72.45962961793929,14,45.895006570980534,6,32,0,0,11,1,1109328,1,1,91.28426561131666,78.65866402369286
tier1,v9.0,v11.0,minor,95,21,20.848575657150814,14,348027,448339,99.5665168110068,1980,1,11,hybrid_cloud,49,15953,9471,3905,88.77000848788362,blue_green,20.490588586345602,scrum,2,0,1,0,1,1,1,1,0,1,87.68220123949213,4,57.269088251638806,10,56,1,1,9,1,2451274,0,1,49.54535676160537,51.6832584055034
tier2,v9.0,v11.0,minor,44,38,67.3081755487792,42,408602,343969,97.2160100127626,1584,2,25,hybrid_cloud,22,10979,2573,4478,79.6196269387282,canary,36.4294905482056,waterfall,6,1,1,1,0,1,1,1,1,1,83.77598537404823,12,55.74282652370937,10,62,0,1,16,1,1992134,0,1,44.808746037502075,48.428005006381284
tier3,v9.0,v11.0,minor,17,28,22.05080795382184,15,109668,522721,96.39394841371504,319,7,19,hybrid_cloud,13,25887,1970,5132,73.39221854510143,big_bang,56.79883705104853,scrum,4,0,1,0,1,0,1,1,0,1,80.24735832997789,14,50.663516951111234,10,23,0,1,11,0,1874376,0,1,100.0,61.31697420685752
tier3,v8.5,v10.1,minor,86,6,35.856785256326496,30,82775,378788,97.52680756597981,653,4,26,private_cloud,20,7988,5553,4664,74.89290475155795,blue_green,37.54065836031402,waterfall,1,1,1,0,1,1,0,1,1,1,80.62908663642094,11,54.19883694783273,4,9,1,1,3,0,2578853,0,1,68.22721441200548,60.70340378298991
tier1,v9.0,v11.0,major_1x,77,28,43.94582485831245,19,234781,663628,96.49009230488623,752,3,33,private_cloud,38,24838,8996,3358,100.0,rolling,74.02157614406403,scrum,8,1,1,1,1,1,1,1,1,1,91.59722729914583,13,56.810273749813184,4,61,0,1,12,1,2178240,1,1,33.972979411595674,57.70504615244312
tier1,v8.5,v10.5,minor,90,37,51.517478067293645,42,300289,279053,97.89892548220736,1786,9,24,on_premise,35,34085,8400,6029,90.213138213946,blue_green,69.44411555445687,agile,1,1,1,1,1,0,1,1,1,1,87.72957648183788,12,59.08407412670661,8,10,1,0,8,1,2022172,0,1,92.0187933121269,24.229462741103674
tier1,v8.5,v9.0,minor,35,21,66.1473106166743,45,255305,878311,98.53880831544868,652,12,28,hybrid_cloud,46,49092,2619,9662,100.0,blue_green,95.18437620040217,agile,4,1,1,1,1,1,1,1,0,1,80.92033822430513,8,77.61693618859219,9,60,0,0,17,1,4805841,0,1,93.91222579676618,36.22940415772433
tier3,v10.1,v9.0,major_2x,27,18,38.43149049992183,26,212574,222857,98.27680042654953,653,11,8,on_premise,28,7436,1916,2195,68.94295135046474,blue_green,60.92255766710373,agile,5,1,1,1,1,0,1,1,1,0,85.52884915266392,14,54.22972119362255,2,58,0,1,5,1,1859929,1,1,100.0,49.07840021327476
tier3,v8.5,v9.2,major_1x,15,36,13.933339305059564,35,265546,272339,97.69990468725344,666,6,30,on_premise,13,17879,4762,3670,76.46650871736314,canary,28.003216662634777,agile,5,1,1,1,1,1,0,1,1,0,70.92218974293553,16,63.51376464012018,7,34,0,1,4,1,883217,1,1,90.11527257218276,52.52995234362672
tier2,v8.5,v10.5,minor,96,14,60.12913627857105,31,364371,683272,96.94605109074543,821,8,24,hybrid_cloud,36,8561,2641,2078,75.80465527589638,canary,47.57850731630456,agile,0,1,1,1,0,1,0,1,1,0,88.12139672129102,9,62.831651466673385,1,36,0,0,16,1,2992721,1,1,87.16985249678918,46.053025545372705
tier3,v9.0,v10.1,minor,38,15,17.029671506394525,17,239780,317264,97.96742187988575,258,5,18,private_cloud,27,16199,5272,2819,80.30256742450399,rolling,36.488087819867665,scrum,1,1,1,1,1,0,1,1,0,1,78.0187166080328,6,60.40318709171073,10,21,1,0,13,1,2184205,0,1,69.78990156214533,69.82371093994288
tier3,v8.5,v9.0,minor,13,31,47.72844467916647,17,162555,168624,98.43142713644433,835,6,21,on_premise,21,22729,2889,2559,81.39539285591773,blue_green,23.852706243885656,waterfall,1,1,1,1,0,1,1,1,1,1,83.69438195827651,15,57.822566837992625,8,9,0,0,11,1,1297656,0,1,68.26961888068922,54.015713568222154
tier1,v9.2,v11.0,minor,86,45,67.47845970112574,10,248913,601753,97.69675562860672,834,15,14,public_cloud,17,30929,4754,8449,100.0,rolling,67.79194557893938,scrum,3,0,1,1,0,1,1,1,1,1,85.59304077251674,7,87.7043384526088,9,25,0,0,17,1,4379457,0,1,100.0,30.16837781430337
tier2,v9.0,v9.2,major_2x,55,18,31.170700326401082,42,303358,402045,95.43703729997102,1349,3,22,on_premise,15,24415,5140,3436,84.20321847494972,rolling,29.910076357646748,scrum,0,1,1,0,1,1,1,1,1,1,70.68575594599886,8,68.93553792042096,8,36,0,0,5,1,2023649,0,1,74.54826751268571,50.73851864998551
tier3,v8.2,v9.2,minor,93,38,37.16696371481964,8,241009,363753,98.36931603604378,1267,0,33,on_premise,18,8554,1416,6352,76.22013757273287,big_bang,16.218811483531866,agile,5,1,1,1,0,0,1,0,1,1,88.54203529330867,18,50.58871294463714,5,7,1,0,8,1,2019101,1,1,76.74238064992048,57.34465801802189
tier2,v9.0,v9.0,major_1x,46,16,15.259972083197068,30,76607,749082,96.07630220834963,299,1,42,hybrid_cloud,28,15923,5542,2326,86.61828729278264,canary,18.717029804133425,scrum,5,1,1,1,1,1,1,1,1,1,70.5941010360847,20,58.36296247290645,4,40,0,0,12,0,988788,0,1,39.211816562132896,68.05815110417481
tier2,v8.5,v10.5,minor,83,19,62.0717605836843,33,146339,218830,95.92092995880225,1058,1,6,hybrid_cloud,34,23378,7838,6873,76.10914456928244,big_bang,31.841422239581604,agile,1,0,0,1,0,1,1,1,1,1,78.35004093442954,7,61.77255130747625,2,34,0,1,13,0,1361777,1,1,92.23119673366787,70.80046497940113
tier3,v9.2,v9.2,major_2x,42,15,51.11496861485457,22,101264,638248,96.33266502264644,925,10,34,on_premise,14,9515,2783,5230,69.90281211931645,big_bang,36.28600536319857,kanban,0,1,1,1,1,1,1,1,1,1,68.94029361832396,11,54.05527764682575,10,44,0,0,10,0,1408003,0,1,100.0,32.66633251132322
microfinance,v9.0,v9.0,major_1x,22,14,23.278261264504568,21,240759,153705,96.36361399151193,843,10,15,on_premise,22,9698,2862,4876,82.7343777232364,blue_green,9.592554010998716,agile,3,1,0,0,0,1,1,1,0,0,72.6199955521948,14,56.24102805691801,2,47,0,1,7,0,487599,1,1,100.0,43.82180699575596
tier3,v9.2,v10.5,major_2x,95,34,33.935613738874515,19,92735,355696,98.0796094834534,1149,11,13,hybrid_cloud,12,12879,1088,5529,61.49361804204847,canary,49.25065430727682,scrum,0,0,1,0,1,1,1,1,0,1,78.11823766740933,13,48.93061770507416,8,56,0,1,12,1,1428943,0,1,100.0,36.559804741726694
tier3,v8.2,v9.0,minor,49,39,50.678969618844995,22,163388,554643,96.62224186530074,927,6,7,hybrid_cloud,21,6812,2621,928,76.64180712326593,big_bang,61.69526095557024,scrum,1,1,1,1,1,0,0,1,1,0,67.25518724265444,13,51.552227710022386,10,39,1,0,7,1,2603065,0,1,100.0,58.271120932650376
tier3,v8.2,v9.0,major_2x,98,12,32.17599212719423,19,127054,653495,95.41297574551645,1405,1,31,private_cloud,29,10098,1219,1392,74.16509628580528,canary,33.33362140046372,scrum,1,0,1,1,0,1,0,1,0,1,75.76792187562725,13,52.03171651836266,8,20,0,1,8,1,566779,0,1,98.19763344038655,51.10648787275824
tier2,v10.1,v10.5,major_2x,17,12,24.03957204281602,23,342066,685563,97.94522523138991,330,13,24,hybrid_cloud,15,34949,4585,3492,80.83453675340998,rolling,75.55705844180777,scrum,7,1,1,1,1,1,1,0,1,1,86.79857210958764,5,48.73199273743388,8,65,0,1,12,0,3774212,1,1,100.0,41.37261261569496
tier3,v10.1,v10.5,major_1x,87,27,40.97558342481961,33,316616,481035,97.624287749724,216,11,22,hybrid_cloud,20,9862,2120,3109,68.96668933328802,big_bang,15.662901300278747,waterfall,3,1,1,0,1,1,1,1,0,0,85.48461996411173,11,48.48323369384905,1,46,0,0,4,1,2383838,0,1,100.0,50.492143874861995
tier2,v9.0,v10.5,minor,62,4,57.31032124228301,11,148899,650046,98.65327806638194,914,6,22,private_cloud,37,16310,5493,2857,81.27910475486179,canary,16.27508437285677,kanban,6,1,1,1,0,1,1,1,1,1,70.77673751570919,13,69.94179420275923,6,25,0,0,5,1,3681431,1,1,62.39235523282843,52.04663903319097
tier2,v10.1,v9.0,minor,78,26,33.43079567020466,17,111996,415730,97.00347202702925,360,1,16,private_cloud,13,33933,5750,6333,77.5675368996393,blue_green,71.13271601457195,scrum,2,1,1,1,1,1,0,0,1,1,66.851185625337,7,80.66813562699005,3,25,0,0,9,1,2992525,0,1,59.24606346056802,80.30173601351463
tier3,v9.2,v9.2,minor,98,18,19.202862267847845,20,254559,128188,95.54532020523673,864,9,19,on_premise,7,19256,3025,997,74.98928997266242,big_bang,68.38518050319726,waterfall,5,0,1,1,1,1,1,0,1,0,70.17685797769629,12,62.79761522149105,9,36,0,1,13,1,2013240,1,1,100.0,43.99266010261837
tier3,v10.1,v10.1,minor,63,23,58.045383600241294,24,312521,490566,97.20448390517542,664,7,6,on_premise,7,20270,5102,2578,78.78225280125683,rolling,27.799926215662843,scrum,6,0,1,1,1,1,0,1,1,0,66.85181299352384,13,59.19121079830543,1,55,0,1,11,0,1057208,1,1,100.0,61.32224195258772
tier2,v9.2,v10.1,major_1x,92,30,29.398622661649927,40,239692,213191,95.89976644349316,1284,5,23,hybrid_cloud,28,26530,2236,4922,84.9523896412292,blue_green,59.46969314112198,agile,7,0,1,0,1,1,1,1,1,1,83.79759410271485,12,50.031708872129826,9,59,1,0,10,1,3717213,0,1,67.242896203264,45.76988322174657
microfinance,v10.1,v9.0,major_1x,53,26,37.89560871629714,20,143721,207082,95.1756550454007,932,8,25,public_cloud,8,4899,860,4982,60.2702662987355,big_bang,40.30725933931592,waterfall,4,0,0,1,1,1,1,1,1,0,85.57157442925194,11,43.168925530587316,8,42,0,1,11,1,1442929,0,1,100.0,42.44782752270035
tier1,v10.1,v9.0,major_1x,95,36,60.33855862246478,42,427751,502579,99.01771574159362,633,3,29,private_cloud,47,47633,3602,3690,95.75036787838657,canary,73.2676102962133,scrum,0,1,1,1,1,1,1,1,1,1,73.30691836513084,7,89.79127907429044,1,58,0,1,16,1,2692858,1,1,41.79563758392167,63.34885787079682
tier2,v10.1,v9.2,minor,23,27,33.20938863137334,37,150449,671623,97.02152304096808,1232,2,31,private_cloud,38,26075,6492,2763,89.43018748414582,canary,53.13447263521112,kanban,6,0,1,1,1,1,1,1,0,1,71.53934041963052,10,55.876327213410974,6,23,0,0,9,0,1850870,0,1,63.21358601886096,52.37076152048404
tier1,v8.5,v10.5,minor,64,11,57.61814743062305,27,259080,471243,97.90420271156057,1707,8,48,hybrid_cloud,31,35280,9562,6813,100.0,canary,36.79666162188764,kanban,2,1,1,1,1,1,1,1,1,1,85.66023686903364,5,48.65248510180033,7,54,1,0,5,1,1513339,1,1,62.850101207066814,16.812101355780285
tier3,v8.5,v9.0,minor,32,41,37.74885771351108,23,192355,485986,97.59454367553226,702,10,16,private_cloud,16,15898,2857,3593,69.55696338222548,big_bang,11.17308220852501,waterfall,3,0,1,1,1,1,1,1,0,1,80.04179885886276,14,62.82347091477549,5,5,1,1,4,1,495190,0,1,100.0,46.757271837766126
tier3,v10.1,v11.0,major_1x,64,12,43.82556363319668,29,247423,340616,96.66432317650502,478,4,6,on_premise,26,13392,3182,2587,87.13332160502942,canary,6.872006452979484,agile,4,1,1,1,0,0,0,1,0,1,73.2317214310983,11,54.03026420292024,7,8,0,1,4,1,1074131,1,1,100.0,73.77216158825252
tier2,v9.2,v10.5,major_1x,17,8,49.42525718344853,11,249816,307931,95.62225673058391,744,13,8,private_cloud,28,16321,7248,4368,88.82402111168707,big_bang,23.932590931406438,scrum,2,1,1,1,1,1,1,0,1,1,71.51953608974868,17,52.21324296866327,9,54,0,0,8,1,1514673,1,1,100.0,39.931128365291954
tier3,v9.0,v9.0,minor,73,31,57.74938969690112,34,82587,484333,96.13748788659746,243,0,26,on_premise,11,11568,3758,6217,76.31064921062112,big_bang,13.678783105211593,scrum,3,1,1,0,0,0,1,1,1,1,74.44693814802012,10,57.01930162537361,3,9,0,0,7,0,525629,0,1,71.05554318744069,80.20874394329873
tier2,v8.2,v11.0,major_1x,47,3,53.323584751981095,29,271663,294639,96.19109098564198,377,11,27,hybrid_cloud,21,28552,4813,7329,86.38521319103883,blue_green,13.347629255936479,scrum,1,1,1,1,1,1,1,1,1,0,83.03675819352898,12,45.33525411697985,10,60,0,0,13,1,1985454,1,1,86.91320127269091,44.05554549282098
tier3,v8.5,v9.2,major_1x,78,31,27.02515126708045,35,229396,429933,98.71208366870611,1132,11,13,on_premise,28,15498,5449,4456,66.63779607336821,canary,11.788219557739843,scrum,3,1,1,1,0,0,1,1,1,1,72.63446409217812,9,56.157397593642635,5,45,1,1,4,1,626887,1,1,100.0,37.21604183435305
